# TOPAS/Geant4 C-12 stopping power in G4_BONE_COMPACT_ICRU (electronic dE/dx)
# Extracted via CarbonStoppingPowerNtuple / G4EmCalculator; not Bethe-Bloch development table.
energy_MeVu,stopping_power_MeV_per_mm
95.01,46.7112
95.11,46.6747
95.21,46.6382
95.31,46.6019
95.41,46.5656
95.51,46.5294
95.61,46.4932
95.71,46.4571
95.81,46.4211
95.91,46.3852
96.01,46.3493
96.11,46.3135
96.21,46.2778
96.31,46.2421
96.41,46.2065
96.51,46.171
96.61,46.1356
96.71,46.1002
96.81,46.0649
96.91,46.0296
97.01,45.9945
97.11,45.9593
97.21,45.9243
97.31,45.8893
97.41,45.8544
97.51,45.8196
97.61,45.7848
97.71,45.7501
97.81,45.7154
97.91,45.6809
98.01,45.6464
98.11,45.6119
98.21,45.5775
98.31,45.5432
98.41,45.509
98.51,45.4748
98.61,45.4407
98.71,45.4066
98.81,45.3726
98.91,45.3387
99.01,45.3048
99.11,45.271
99.21,45.2373
99.31,45.2036
99.41,45.17
99.51,45.1365
99.61,45.103
99.71,45.0696
99.81,45.0362
99.91,45.0029
100.01,44.9697
100.11,44.9365
100.21,44.9034
100.31,44.8704
100.41,44.8374
100.51,44.8045
100.61,44.7716
100.71,44.7388
100.81,44.7061
100.91,44.6734
101.01,44.6408
101.11,44.6082
101.21,44.5757
101.31,44.5433
101.41,44.5109
101.51,44.4786
101.61,44.4463
101.71,44.4141
101.81,44.382
101.91,44.3499
102.01,44.3179
102.11,44.2859
102.21,44.254
102.31,44.2222
102.41,44.1904
102.51,44.1587
102.61,44.127
102.71,44.0954
102.81,44.0638
102.91,44.0323
103.01,44.0009
103.11,43.9695
103.21,43.9382
103.31,43.9069
103.41,43.8757
103.51,43.8445
103.61,43.8134
103.71,43.7824
103.81,43.7514
103.91,43.7205
104.01,43.6896
104.11,43.6588
104.21,43.628
104.31,43.5973
104.41,43.5666
104.51,43.536
104.61,43.5055
104.71,43.475
104.81,43.4445
104.91,43.4142
105.01,43.3838
105.11,43.3536
105.21,43.3233
105.31,43.2932
105.41,43.2631
105.51,43.233
105.61,43.203
105.71,43.173
105.81,43.1431
105.91,43.1133
106.01,43.0835
106.11,43.0538
106.21,43.0241
106.31,42.9944
106.41,42.9649
106.51,42.9353
106.61,42.9058
106.71,42.8764
106.81,42.847
106.91,42.8177
107.01,42.7884
107.11,42.7592
107.21,42.73
107.31,42.7009
107.41,42.6719
107.51,42.6428
107.61,42.6139
107.71,42.585
107.81,42.5561
107.91,42.5273
108.01,42.4985
108.11,42.4698
108.21,42.4411
108.31,42.4125
108.41,42.3839
108.51,42.3554
108.61,42.327
108.71,42.2985
108.81,42.2702
108.91,42.2419
109.01,42.2136
109.11,42.1854
109.21,42.1572
109.31,42.1291
109.41,42.101
109.51,42.073
109.61,42.045
109.71,42.017
109.81,41.9892
109.91,41.9613
110.01,41.9335
110.11,41.9058
110.21,41.8781
110.31,41.8504
110.41,41.8228
110.51,41.7953
110.61,41.7678
110.71,41.7403
110.81,41.7129
110.91,41.6855
111.01,41.6582
111.11,41.6309
111.21,41.6037
111.31,41.5765
111.41,41.5494
111.51,41.5223
111.61,41.4953
111.71,41.4683
111.81,41.4413
111.91,41.4144
112.01,41.3875
112.11,41.3607
112.21,41.334
112.31,41.3072
112.41,41.2805
112.51,41.2539
112.61,41.2273
112.71,41.2008
112.81,41.1743
112.91,41.1478
113.01,41.1214
113.11,41.095
113.21,41.0687
113.31,41.0424
113.41,41.0162
113.51,40.99
113.61,40.9638
113.71,40.9377
113.81,40.9116
113.91,40.8856
114.01,40.8596
114.11,40.8337
114.21,40.8078
114.31,40.7819
114.41,40.7561
114.51,40.7304
114.61,40.7046
114.71,40.679
114.81,40.6533
114.91,40.6277
115.01,40.6022
115.11,40.5767
115.21,40.5512
115.31,40.5258
115.41,40.5004
115.51,40.475
115.61,40.4497
115.71,40.4244
115.81,40.3992
115.91,40.374
116.01,40.3489
116.11,40.3238
116.21,40.2987
116.31,40.2737
116.41,40.2487
116.51,40.2238
116.61,40.1989
116.71,40.174
116.81,40.1492
116.91,40.1244
117.01,40.0997
117.11,40.075
117.21,40.0504
117.31,40.0257
117.41,40.0012
117.51,39.9766
117.61,39.9521
117.71,39.9277
117.81,39.9032
117.91,39.8789
118.01,39.8545
118.11,39.8302
118.21,39.806
118.31,39.7817
118.41,39.7575
118.51,39.7334
118.61,39.7093
118.71,39.6852
118.81,39.6612
118.91,39.6372
119.01,39.6132
119.11,39.5893
119.21,39.5654
119.31,39.5416
119.41,39.5178
119.51,39.494
119.61,39.4703
119.71,39.4466
119.81,39.4229
119.91,39.3993
120.01,39.3757
120.11,39.3522
120.21,39.3287
120.31,39.3052
120.41,39.2818
120.51,39.2584
120.61,39.235
120.71,39.2117
120.81,39.1884
120.91,39.1652
121.01,39.142
121.11,39.1188
121.21,39.0957
121.31,39.0726
121.41,39.0495
121.51,39.0265
121.61,39.0035
121.71,38.9805
121.81,38.9576
121.91,38.9347
122.01,38.9118
122.11,38.889
122.21,38.8662
122.31,38.8435
122.41,38.8208
122.51,38.7981
122.61,38.7755
122.71,38.7529
122.81,38.7303
122.91,38.7078
123.01,38.6853
123.11,38.6628
123.21,38.6404
123.31,38.618
123.41,38.5956
123.51,38.5733
123.61,38.551
123.71,38.5287
123.81,38.5065
123.91,38.4843
124.01,38.4621
124.11,38.44
124.21,38.4179
124.31,38.3959
124.41,38.3738
124.51,38.3519
124.61,38.3299
124.71,38.308
124.81,38.2861
124.91,38.2642
125.01,38.2424
125.11,38.2206
125.21,38.1989
125.31,38.1771
125.41,38.1554
125.51,38.1338
125.61,38.1122
125.71,38.0906
125.81,38.069
125.91,38.0475
126.01,38.026
126.11,38.0045
126.21,37.9831
126.31,37.9617
126.41,37.9403
126.51,37.919
126.61,37.8977
126.71,37.8764
126.81,37.8552
126.91,37.834
127.01,37.8128
127.11,37.7917
127.21,37.7706
127.31,37.7495
127.41,37.7284
127.51,37.7074
127.61,37.6864
127.71,37.6655
127.81,37.6445
127.91,37.6237
128.01,37.6028
128.11,37.582
128.21,37.5612
128.31,37.5404
128.41,37.5197
128.51,37.499
128.61,37.4783
128.71,37.4576
128.81,37.437
128.91,37.4164
129.01,37.3959
129.11,37.3754
129.21,37.3549
129.31,37.3344
129.41,37.314
129.51,37.2936
129.61,37.2732
129.71,37.2528
129.81,37.2325
129.91,37.2122
130.01,37.192
130.11,37.1718
130.21,37.1516
130.31,37.1314
130.41,37.1113
130.51,37.0912
130.61,37.0711
130.71,37.051
130.81,37.031
130.91,37.011
131.01,36.9911
131.11,36.9711
131.21,36.9512
131.31,36.9314
131.41,36.9115
131.51,36.8917
131.61,36.8719
131.71,36.8521
131.81,36.8324
131.91,36.8127
132.01,36.793
132.11,36.7734
132.21,36.7538
132.31,36.7342
132.41,36.7146
132.51,36.6951
132.61,36.6756
132.71,36.6561
132.81,36.6367
132.91,36.6172
133.01,36.5978
133.11,36.5785
133.21,36.5591
133.31,36.5398
133.41,36.5206
133.51,36.5013
133.61,36.4821
133.71,36.4629
133.81,36.4437
133.91,36.4245
134.01,36.4054
134.11,36.3863
134.21,36.3673
134.31,36.3482
134.41,36.3292
134.51,36.3102
134.61,36.2913
134.71,36.2724
134.81,36.2535
134.91,36.2346
135.01,36.2157
135.11,36.1969
135.21,36.1781
135.31,36.1593
135.41,36.1406
135.51,36.1219
135.61,36.1032
135.71,36.0845
135.81,36.0659
135.91,36.0473
136.01,36.0287
136.11,36.0101
136.21,35.9916
136.31,35.9731
136.41,35.9546
136.51,35.9361
136.61,35.9177
136.71,35.8993
136.81,35.8809
136.91,35.8626
137.01,35.8442
137.11,35.8259
137.21,35.8076
137.31,35.7894
137.41,35.7712
137.51,35.753
137.61,35.7348
137.71,35.7166
137.81,35.6985
137.91,35.6804
138.01,35.6623
138.11,35.6443
138.21,35.6262
138.31,35.6082
138.41,35.5903
138.51,35.5723
138.61,35.5544
138.71,35.5365
138.81,35.5186
138.91,35.5007
139.01,35.4829
139.11,35.4651
139.21,35.4473
139.31,35.4296
139.41,35.4118
139.51,35.3941
139.61,35.3764
139.71,35.3588
139.81,35.3411
139.91,35.3235
140.01,35.3059
140.11,35.2884
140.21,35.2708
140.31,35.2533
140.41,35.2358
140.51,35.2183
140.61,35.2009
140.71,35.1835
140.81,35.1661
140.91,35.1487
141.01,35.1313
141.11,35.114
141.21,35.0967
141.31,35.0794
141.41,35.0622
141.51,35.0449
141.61,35.0277
141.71,35.0105
141.81,34.9934
141.91,34.9762
142.01,34.9591
142.11,34.942
142.21,34.9249
142.31,34.9079
142.41,34.8908
142.51,34.8738
142.61,34.8568
142.71,34.8399
142.81,34.8229
142.91,34.806
143.01,34.7891
143.11,34.7723
143.21,34.7554
143.31,34.7386
143.41,34.7218
143.51,34.705
143.61,34.6882
143.71,34.6715
