# Canonical Geant4/TOPAS C12 Stopping Power Table for 25 Schneider Sections
energy_mevu,section_id,material_name,density_g_cm3,mass_stopping_power_mev_mm_per_g_cm3,linear_stopping_power_mev_per_mm,csda_range_mm
316.41,21,PatientTissueFromHU1350,1.8875600,11.0857200000,20.9249616400,110.5500906000
316.41,22,PatientTissueFromHU1450,1.9542400,11.0272145500,21.5498237500,107.3627270000
316.41,23,PatientTissueFromHU2247,2.4196000,10.9876071900,26.5856143600,87.0365390000
316.41,24,PatientTissueFromHU2995,4.5524800,8.8255140100,40.1779760200,58.0193791800
316.51,0,PatientTissueFromHUNegative975,0.0393235,10.8797672900,0.4278305291,5402.2658420000
316.51,1,PatientTissueFromHUNegative535,0.4700410,12.2825299400,5.7732926580,399.6882106000
316.51,2,PatientTissueFromHUNegative102,0.8749110,12.5848823800,11.0106520200,209.3886275000
316.51,3,PatientTissueFromHUNegative68,0.9126860,12.5209087500,11.4276581300,201.7817846000
316.51,4,PatientTissueFromHUNegative38,0.9471830,12.4546507900,11.7968334900,195.5018539000
316.51,5,PatientTissueFromHUNegative8,0.9803890,12.4085045800,12.1651614000,189.6087477000
316.51,6,PatientTissueFromHU12,1.0038600,12.3653450700,12.4130753100,185.8435557000
316.51,7,PatientTissueFromHU49,1.0430800,12.2898169500,12.8192622600,179.9968171000
316.51,8,PatientTissueFromHU100,1.0788000,12.1742122700,13.1335401900,175.7033869000
316.51,9,PatientTissueFromHU160,1.1085700,12.1768428800,13.4988827100,170.9482142000
316.51,10,PatientTissueFromHU250,1.1660600,12.0572444400,14.0594704500,164.1784029000
316.51,11,PatientTissueFromHU350,1.2314600,11.9230766400,14.6827919600,157.2573308000
316.51,12,PatientTissueFromHU450,1.2965800,11.8052005400,15.3063869100,150.8941553000
316.51,13,PatientTissueFromHU550,1.3606300,11.7072541800,15.9292412600,145.0296387000
316.51,14,PatientTissueFromHU650,1.4258500,11.6090387700,16.5527479300,139.6015358000
316.51,15,PatientTissueFromHU750,1.4919000,11.5133300200,17.1767370600,134.5626655000
316.51,16,PatientTissueFromHU850,1.5592200,11.4169513100,17.8015388200,129.8721874000
316.51,17,PatientTissueFromHU950,1.6247800,11.3401177100,18.4251964600,125.5016691000
316.51,18,PatientTissueFromHU1050,1.6890400,11.2778477600,19.0487359900,121.4154753000
316.51,19,PatientTissueFromHU1150,1.7563600,11.2013805600,19.6736567600,117.5830831000
316.51,20,PatientTissueFromHU1250,1.8216000,11.1425183900,20.2972115000,113.9898111000
316.51,21,PatientTissueFromHU1350,1.8875600,11.0838402100,20.9214134400,110.6074433000
316.51,22,PatientTissueFromHU1450,1.9542400,11.0253455200,21.5461712200,107.4184167000
316.51,23,PatientTissueFromHU2247,2.4196000,10.9857454500,26.5811097000,87.0816800200
316.51,24,PatientTissueFromHU2995,4.5524800,8.8240402570,40.1712667900,58.0492487800
316.61,0,PatientTissueFromHUNegative975,0.0393235,10.8779172600,0.4277577794,5405.0709300000
316.61,1,PatientTissueFromHUNegative535,0.4700410,12.2804323100,5.7723066830,399.8960820000
316.61,2,PatientTissueFromHUNegative102,0.8749110,12.5827281000,11.0087672200,209.4976222000
316.61,3,PatientTissueFromHUNegative68,0.9126860,12.5187663900,11.4257028200,201.8868020000
316.61,4,PatientTissueFromHUNegative38,0.9471830,12.4525207700,11.7948159800,195.6035848000
316.61,5,PatientTissueFromHUNegative8,0.9803890,12.4063832400,12.1630816600,189.7073985000
316.61,6,PatientTissueFromHU12,1.0038600,12.3632317700,12.4109538400,185.9402362000
316.61,7,PatientTissueFromHU49,1.0430800,12.2877178500,12.8170727300,180.0904342000
316.61,8,PatientTissueFromHU100,1.0788000,12.1721333700,13.1312974800,175.7947638000
316.61,9,PatientTissueFromHU160,1.1085700,12.1747635700,13.4965776500,171.0371180000
316.61,10,PatientTissueFromHU250,1.1660600,12.0551871200,14.0570714900,164.2637619000
316.61,11,PatientTissueFromHU350,1.2314600,11.9210439100,14.6802887300,157.3390661000
316.61,12,PatientTissueFromHU450,1.2965800,11.8031894600,15.3037794000,150.9725606000
316.61,13,PatientTissueFromHU550,1.3606300,11.7052611100,15.9265294200,145.1049783000
316.61,14,PatientTissueFromHU650,1.4258500,11.6070637400,16.5499318300,139.6740375000
316.61,15,PatientTissueFromHU750,1.4919000,11.5113725400,17.1738166900,134.6325333000
316.61,16,PatientTissueFromHU850,1.5592200,11.4150115000,17.7985142400,129.9396030000
316.61,17,PatientTissueFromHU950,1.6247800,11.3381920000,18.4220676000,125.5668028000
316.61,18,PatientTissueFromHU1050,1.6890400,11.2759335500,19.0455028000,121.4784770000
316.61,19,PatientTissueFromHU1150,1.7563600,11.1994803700,19.6703193400,117.6440836000
316.61,20,PatientTissueFromHU1250,1.8216000,11.1406290200,20.2937698100,114.0489375000
316.61,21,PatientTissueFromHU1350,1.8875600,11.0819616200,20.9178674800,110.6648056000
316.61,22,PatientTissueFromHU1450,1.9542400,11.0234776700,21.5425210100,107.4741157000
316.61,23,PatientTissueFromHU2247,2.4196000,10.9838848900,26.5766078900,87.1268286900
316.61,24,PatientTissueFromHU2995,4.5524800,8.8225674300,40.1645617800,58.0791233700
316.71,0,PatientTissueFromHUNegative975,0.0393235,10.8760684000,0.4276850759,5407.8764940000
316.71,1,PatientTissueFromHUNegative535,0.4700410,12.2783360100,5.7713213340,400.1039889000
316.71,2,PatientTissueFromHUNegative102,0.8749110,12.5805751800,11.0068836100,209.6066355000
316.71,3,PatientTissueFromHUNegative68,0.9126860,12.5166253800,11.4237487600,201.9918373000
316.71,4,PatientTissueFromHUNegative38,0.9471830,12.4503921100,11.7927997500,195.7053331000
316.71,5,PatientTissueFromHUNegative8,0.9803890,12.4042632400,12.1610032400,189.8060661000
316.71,6,PatientTissueFromHU12,1.0038600,12.3611198000,12.4088337300,186.0369333000
316.71,7,PatientTissueFromHU49,1.0430800,12.2856200800,12.8148846000,180.1840673000
316.71,8,PatientTissueFromHU100,1.0788000,12.1700557900,13.1290561800,175.8861563000
316.71,9,PatientTissueFromHU160,1.1085700,12.1726855800,13.4942740500,171.1260370000
316.71,10,PatientTissueFromHU250,1.1660600,12.0531311000,14.0546740500,164.3491355000
316.71,11,PatientTissueFromHU350,1.2314600,11.9190124700,14.6777870900,157.4208153000
316.71,12,PatientTissueFromHU450,1.2965800,11.8011796700,15.3011735300,151.0509793000
316.71,13,PatientTissueFromHU550,1.3606300,11.7032693000,15.9238193100,145.1803307000
316.71,14,PatientTissueFromHU650,1.4258500,11.6050899600,16.5471175200,139.7465515000
316.71,15,PatientTissueFromHU750,1.4919000,11.5094162900,17.1708981700,134.7024131000
316.71,16,PatientTissueFromHU850,1.5592200,11.4130729300,17.7954915800,130.0070301000
316.71,17,PatientTissueFromHU950,1.6247800,11.3362675100,18.4189407300,125.6319476000
316.71,18,PatientTissueFromHU1050,1.6890400,11.2740205500,19.0422716600,121.5414893000
316.71,19,PatientTissueFromHU1150,1.7563600,11.1975813800,19.6669840300,117.7050943000
316.71,20,PatientTissueFromHU1250,1.8216000,11.1387408400,20.2903303100,114.1080740000
316.71,21,PatientTissueFromHU1350,1.8875600,11.0800842200,20.9143237800,110.7221777000
316.71,22,PatientTissueFromHU1450,1.9542400,11.0216110100,21.5388731100,107.5298242000
316.71,23,PatientTissueFromHU2247,2.4196000,10.9820255100,26.5721089400,87.1719850000
316.71,24,PatientTissueFromHU2995,4.5524800,8.8210955310,40.1578609800,58.1090029500
316.81,0,PatientTissueFromHUNegative975,0.0393235,10.8742207200,0.4276124184,5410.6825350000
316.81,1,PatientTissueFromHUNegative535,0.4700410,12.2762410300,5.7703366110,400.3119313000
316.81,2,PatientTissueFromHUNegative102,0.8749110,12.5784236300,11.0050012000,209.7156675000
316.81,3,PatientTissueFromHUNegative68,0.9126860,12.5144857400,11.4217959300,202.0968906000
316.81,4,PatientTissueFromHUNegative38,0.9471830,12.4482648000,11.7907847900,195.8070988000
316.81,5,PatientTissueFromHUNegative8,0.9803890,12.4021445900,12.1589261300,189.9047506000
316.81,6,PatientTissueFromHU12,1.0038600,12.3590091800,12.4067149500,186.1336468000
316.81,7,PatientTissueFromHU49,1.0430800,12.2835236500,12.8126978500,180.2777164000
316.81,8,PatientTissueFromHU100,1.0788000,12.1679795200,13.1268163100,175.9775645000
316.81,9,PatientTissueFromHU160,1.1085700,12.1706089100,13.4919719200,171.2149712000
316.81,10,PatientTissueFromHU250,1.1660600,12.0510763900,14.0522781300,164.4345236000
316.81,11,PatientTissueFromHU350,1.2314600,11.9169823100,14.6752870400,157.5025785000
316.81,12,PatientTissueFromHU450,1.2965800,11.7991711400,15.2985693200,151.1294113000
316.81,13,PatientTissueFromHU550,1.3606300,11.7012787600,15.9211109100,145.2556959000
316.81,14,PatientTissueFromHU650,1.4258500,11.6031174300,16.5443049900,139.8190779000
316.81,15,PatientTissueFromHU750,1.4919000,11.5074612900,17.1679815000,134.7723047000
316.81,16,PatientTissueFromHU850,1.5592200,11.4111355900,17.7924708300,130.0744687000
316.81,17,PatientTissueFromHU950,1.6247800,11.3343442400,18.4158158400,125.6971034000
316.81,18,PatientTissueFromHU1050,1.6890400,11.2721087600,19.0390425700,121.6045123000
316.81,19,PatientTissueFromHU1150,1.7563600,11.1956835900,19.6636508300,117.7661155000
316.81,20,PatientTissueFromHU1250,1.8216000,11.1368538600,20.2868929900,114.1672205000
316.81,21,PatientTissueFromHU1350,1.8875600,11.0782080100,20.9107823200,110.7795595000
316.81,22,PatientTissueFromHU1450,1.9542400,11.0197455400,21.5352275200,107.5855422000
316.81,23,PatientTissueFromHU2247,2.4196000,10.9801673100,26.5676128300,87.2171489500
316.81,24,PatientTissueFromHU2995,4.5524800,8.8196245570,40.1511644000,58.1388875100
316.91,0,PatientTissueFromHUNegative975,0.0393235,10.8723742100,0.4275398071,5413.4890530000
316.91,1,PatientTissueFromHUNegative535,0.4700410,12.2741473900,5.7693525120,400.5199092000
316.91,2,PatientTissueFromHUNegative102,0.8749110,12.5762734500,11.0031199800,209.8247182000
316.91,3,PatientTissueFromHUNegative68,0.9126860,12.5123474500,11.4198443400,202.2019619000
316.91,4,PatientTissueFromHUNegative38,0.9471830,12.4461388300,11.7887711200,195.9088819000
316.91,5,PatientTissueFromHUNegative8,0.9803890,12.4000272800,12.1568503500,190.0034520000
316.91,6,PatientTissueFromHU12,1.0038600,12.3568998900,12.4045975300,186.2303769000
316.91,7,PatientTissueFromHU49,1.0430800,12.2814285400,12.8105124800,180.3713815000
316.91,8,PatientTissueFromHU100,1.0788000,12.1659045800,13.1245778600,176.0689882000
316.91,9,PatientTissueFromHU160,1.1085700,12.1685335500,13.4896712400,171.3039206000
316.91,10,PatientTissueFromHU250,1.1660600,12.0490229800,14.0498837300,164.5199263000
316.91,11,PatientTissueFromHU350,1.2314600,11.9149534400,14.6727885700,157.5843556000
316.91,12,PatientTissueFromHU450,1.2965800,11.7971638900,15.2959667600,151.2078567000
316.91,13,PatientTissueFromHU550,1.3606300,11.6992894700,15.9184042300,145.3310739000
316.91,14,PatientTissueFromHU650,1.4258500,11.6011461600,16.5414942500,139.8916165000
316.91,15,PatientTissueFromHU750,1.4919000,11.5055075300,17.1650666800,134.8422082000
316.91,16,PatientTissueFromHU850,1.5592200,11.4091994700,17.7894520000,130.1419186000
316.91,17,PatientTissueFromHU950,1.6247800,11.3324221900,18.4126929300,125.7622703000
316.91,18,PatientTissueFromHU1050,1.6890400,11.2701981800,19.0358155300,121.6675461000
316.91,19,PatientTissueFromHU1150,1.7563600,11.1937870100,19.6603197500,117.8271470000
316.91,20,PatientTissueFromHU1250,1.8216000,11.1349680800,20.2834578500,114.2263770000
316.91,21,PatientTissueFromHU1350,1.8875600,11.0763329900,20.9072431000,110.8369510000
316.91,22,PatientTissueFromHU1450,1.9542400,11.0178812500,21.5315842400,107.6412695000
316.91,23,PatientTissueFromHU2247,2.4196000,10.9783102900,26.5631195800,87.2623205500
316.91,24,PatientTissueFromHU2995,4.5524800,8.8181545080,40.1444720400,58.1687770600
317.01,0,PatientTissueFromHUNegative975,0.0393235,10.8705288600,0.4274672417,5416.2960480000
317.01,1,PatientTissueFromHUNegative535,0.4700410,12.2720550700,5.7683690360,400.7279225000
317.01,2,PatientTissueFromHUNegative102,0.8749110,12.5741246300,11.0012399600,209.9337875000
317.01,3,PatientTissueFromHUNegative68,0.9126860,12.5102105200,11.4178940000,202.3070511000
317.01,4,PatientTissueFromHUNegative38,0.9471830,12.4440142200,11.7867587200,196.0106824000
317.01,5,PatientTissueFromHUNegative8,0.9803890,12.3979113200,12.1547758800,190.1021702000
317.01,6,PatientTissueFromHU12,1.0038600,12.3547919400,12.4024814400,186.3271235000
317.01,7,PatientTissueFromHU49,1.0430800,12.2793347600,12.8083285000,180.4650626000
317.01,8,PatientTissueFromHU100,1.0788000,12.1638309500,13.1223408300,176.1604275000
317.01,9,PatientTissueFromHU160,1.1085700,12.1664595100,13.4873720200,171.3928851000
317.01,10,PatientTissueFromHU250,1.1660600,12.0469708700,14.0474908500,164.6053436000
317.01,11,PatientTissueFromHU350,1.2314600,11.9129258600,14.6702916800,157.6661466000
317.01,12,PatientTissueFromHU450,1.2965800,11.7951579200,15.2933658500,151.2863154000
317.01,13,PatientTissueFromHU550,1.3606300,11.6973014500,15.9156992700,145.4064648000
317.01,14,PatientTissueFromHU650,1.4258500,11.5991761300,16.5386852800,139.9641675000
317.01,15,PatientTissueFromHU750,1.4919000,11.5035550100,17.1621537100,134.9121236000
317.01,16,PatientTissueFromHU850,1.5592200,11.4072645800,17.7864350800,130.2093801000
317.01,17,PatientTissueFromHU950,1.6247800,11.3305013600,18.4095720000,125.8274483000
317.01,18,PatientTissueFromHU1050,1.6890400,11.2682888100,19.0325905400,121.7305905000
317.01,19,PatientTissueFromHU1150,1.7563600,11.1918916300,19.6569907800,117.8881888000
317.01,20,PatientTissueFromHU1250,1.8216000,11.1330834900,20.2800248800,114.2855435000
317.01,21,PatientTissueFromHU1350,1.8875600,11.0744591600,20.9037061300,110.8943523000
317.01,22,PatientTissueFromHU1450,1.9542400,11.0160181300,21.5279432800,107.6970063000
317.01,23,PatientTissueFromHU2247,2.4196000,10.9764544400,26.5586291700,87.3074997900
317.01,24,PatientTissueFromHU2995,4.5524800,8.8166853830,40.1377838700,58.1986715800
317.11,0,PatientTissueFromHUNegative975,0.0393235,10.8686846900,0.4273947224,5419.1035180000
317.11,1,PatientTissueFromHUNegative535,0.4700410,12.2699640800,5.7673861840,400.9359713000
317.11,2,PatientTissueFromHUNegative102,0.8749110,12.5719771800,10.9993611200,210.0428754000
317.11,3,PatientTissueFromHUNegative68,0.9126860,12.5080749400,11.4159448800,202.4121583000
317.11,4,PatientTissueFromHUNegative38,0.9471830,12.4418909500,11.7847476000,196.1125002000
317.11,5,PatientTissueFromHUNegative8,0.9803890,12.3957966900,12.1527027300,190.2009052000
317.11,6,PatientTissueFromHU12,1.0038600,12.3526853300,12.4003667000,186.4238866000
317.11,7,PatientTissueFromHU49,1.0430800,12.2772423100,12.8061459100,180.5587596000
317.11,8,PatientTissueFromHU100,1.0788000,12.1617586300,13.1201052100,176.2518824000
317.11,9,PatientTissueFromHU160,1.1085700,12.1643867800,13.4850742600,171.4818648000
317.11,10,PatientTissueFromHU250,1.1660600,12.0449200600,14.0450994900,164.6907753000
317.11,11,PatientTissueFromHU350,1.2314600,11.9108995700,14.6677963800,157.7479515000
317.11,12,PatientTissueFromHU450,1.2965800,11.7931532100,15.2907665900,151.3647875000
317.11,13,PatientTissueFromHU550,1.3606300,11.6953146900,15.9129960200,145.4818684000
317.11,14,PatientTissueFromHU650,1.4258500,11.5972073500,16.5358781000,140.0367309000
317.11,15,PatientTissueFromHU750,1.4919000,11.5016037200,17.1592425900,134.9820508000
317.11,16,PatientTissueFromHU850,1.5592200,11.4053309200,17.7834200700,130.2768529000
317.11,17,PatientTissueFromHU950,1.6247800,11.3285817500,18.4064530500,125.8926373000
317.11,18,PatientTissueFromHU1050,1.6890400,11.2663806500,19.0293675800,121.7936455000
317.11,19,PatientTissueFromHU1150,1.7563600,11.1899974500,19.6536639100,117.9492409000
317.11,20,PatientTissueFromHU1250,1.8216000,11.1312000900,20.2765940800,114.3447200000
317.11,21,PatientTissueFromHU1350,1.8875600,11.0725865100,20.9001714000,110.9517632000
317.11,22,PatientTissueFromHU1450,1.9542400,11.0141562000,21.5243046100,107.7527525000
317.11,23,PatientTissueFromHU2247,2.4196000,10.9745997700,26.5541416100,87.3526866600
317.11,24,PatientTissueFromHU2995,4.5524800,8.8152171820,40.1310999200,58.2285710900
317.21,0,PatientTissueFromHUNegative975,0.0393235,10.8668416800,0.4273222489,5421.9114650000
317.21,1,PatientTissueFromHUNegative535,0.4700410,12.2678744100,5.7664039550,401.1440556000
317.21,2,PatientTissueFromHUNegative102,0.8749110,12.5698310800,10.9974834800,210.1519820000
317.21,3,PatientTissueFromHUNegative68,0.9126860,12.5059407100,11.4139970000,202.5172834000
317.21,4,PatientTissueFromHUNegative38,0.9471830,12.4397690300,11.7827377500,196.2143354000
317.21,5,PatientTissueFromHUNegative8,0.9803890,12.3936834100,12.1506308900,190.2996571000
317.21,6,PatientTissueFromHU12,1.0038600,12.3505800500,12.3982532900,186.5206661000
317.21,7,PatientTissueFromHU49,1.0430800,12.2751511900,12.8039647000,180.6524726000
317.21,8,PatientTissueFromHU100,1.0788000,12.1596876300,13.1178710200,176.3433528000
317.21,9,PatientTissueFromHU160,1.1085700,12.1623153700,13.4827779500,171.5708597000
317.21,10,PatientTissueFromHU250,1.1660600,12.0428705600,14.0427096400,164.7762217000
317.21,11,PatientTissueFromHU350,1.2314600,11.9088745500,14.6653026600,157.8297703000
317.21,12,PatientTissueFromHU450,1.2965800,11.7911497800,15.2881689800,151.4432729000
317.21,13,PatientTissueFromHU550,1.3606300,11.6933291800,15.9102944800,145.5572849000
317.21,14,PatientTissueFromHU650,1.4258500,11.5952398200,16.5330726900,140.1093065000
317.21,15,PatientTissueFromHU750,1.4919000,11.4996536700,17.1563333100,135.0519899000
317.21,16,PatientTissueFromHU850,1.5592200,11.4033984800,17.7804069800,130.3443372000
317.21,17,PatientTissueFromHU950,1.6247800,11.3266633500,18.4033360700,125.9578374000
317.21,18,PatientTissueFromHU1050,1.6890400,11.2644737100,19.0261466700,121.8567113000
317.21,19,PatientTissueFromHU1150,1.7563600,11.1881044600,19.6503391600,118.0103034000
317.21,20,PatientTissueFromHU1250,1.8216000,11.1293178900,20.2731654600,114.4039066000
317.21,21,PatientTissueFromHU1350,1.8875600,11.0707150500,20.8966389100,111.0091839000
317.21,22,PatientTissueFromHU1450,1.9542400,11.0122954500,21.5206682500,107.8085082000
317.21,23,PatientTissueFromHU2247,2.4196000,10.9727462800,26.5496568900,87.3978811600
317.21,24,PatientTissueFromHU2995,4.5524800,8.8137499030,40.1244201600,58.2584755700
317.31,0,PatientTissueFromHUNegative975,0.0393235,10.8649998400,0.4272498214,5424.7198890000
317.31,1,PatientTissueFromHUNegative535,0.4700410,12.2657860700,5.7654223480,401.3521752000
317.31,2,PatientTissueFromHUNegative102,0.8749110,12.5676863400,10.9956070300,210.2611072000
317.31,3,PatientTissueFromHUNegative68,0.9126860,12.5038078400,11.4120503600,202.6224264000
317.31,4,PatientTissueFromHUNegative38,0.9471830,12.4376484500,11.7807291700,196.3161880000
317.31,5,PatientTissueFromHUNegative8,0.9803890,12.3915714700,12.1485603600,190.3984258000
317.31,6,PatientTissueFromHU12,1.0038600,12.3484761100,12.3961412300,186.6174622000
317.31,7,PatientTissueFromHU49,1.0430800,12.2730613900,12.8017848700,180.7462015000
317.31,8,PatientTissueFromHU100,1.0788000,12.1576179400,13.1156382300,176.4348389000
317.31,9,PatientTissueFromHU160,1.1085700,12.1602452700,13.4804831000,171.6598697000
